Div,Date,season,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,2020-09-19,2020-2021,Manchester United,Crystal Palace,82,77,84,77,81,77,81,76,39,36,24,27,770.05,193.85,1,3,A,0,1,A,13,14,4,5,13,10,9,3,2,1,0,0,1.1,1.91,0.64,0.99,0.75,2.02,3.31,13.59,1.3,5.5,9.5,1.33,5.25,9.25,1.35,5.0,9.0,1.3,5.88,9.8,1.3,5.5,10.0,1.33,5.25,10.0,1.38,5.18,9.33
E0,2020-09-19,2020-2021,Arsenal,West Ham,80,78,82,79,81,78,78,76,42,39,24,26,619.25,334.9,2,1,H,1,1,D,7,14,3,3,11,13,7,5,0,1,0,0,1.33,2.06,1.28,1.43,0.82,1.94,12.76,18.26,1.53,4.5,5.5,1.53,4.33,6.0,1.55,4.2,5.75,1.54,4.58,6.09,1.52,4.4,6.0,1.55,4.33,6.0,1.53,4.53,6.81
E0,2020-09-20,2020-2021,Southampton,Tottenham,76,82,77,88,76,81,75,81,39,41,24,24,282.8,703.5,2,5,A,1,1,D,14,9,7,6,16,18,3,2,4,3,0,0,2.28,2.28,0.31,1.67,1.34,1.39,8.67,10.78,3.0,3.3,2.37,3.1,3.25,2.4,3.05,3.15,2.4,3.12,3.39,2.41,3.1,3.3,2.35,3.13,3.3,2.38,3.45,3.46,2.27
E0,2020-09-20,2020-2021,Newcastle United,Brighton,77,76,77,77,77,76,76,76,33,46,26,24,255.35,290.4,0,3,A,0,2,A,6,13,0,6,16,15,7,1,3,0,0,1,0.52,1.88,0.5,0.98,0.31,2.51,11.95,10.84,2.6,3.1,2.87,2.75,3.1,2.75,2.65,2.9,2.85,2.66,3.22,2.91,2.7,3.2,2.75,2.63,3.1,2.88,2.7,3.21,2.96
E0,2020-09-20,2020-2021,Chelsea,Liverpool,81,85,79,89,82,83,81,86,39,43,25,24,889.2,969.65,0,2,A,0,0,D,5,18,3,6,10,6,1,11,0,0,1,0,0.9,2.25,0.07,0.89,0.37,2.44,37.64,11.44,3.1,3.6,2.2,3.1,3.7,2.2,3.1,3.5,2.2,3.2,3.85,2.19,3.2,3.6,2.2,3.2,3.7,2.15,3.32,3.89,2.17
E0,2020-09-20,2020-2021,Leicester,Burnley,80,76,79,77,78,76,81,76,40,32,25,26,510.7,132.3,4,2,H,1,1,D,14,16,6,5,11,13,15,4,1,2,0,0,0.99,1.52,0.76,1.29,0.95,1.78,7.47,16.1,1.61,4.0,5.5,1.6,4.0,5.75,1.63,3.7,5.75,1.63,4.13,5.79,1.62,3.9,5.8,1.6,3.9,6.0,1.55,4.36,6.74
E0,2020-09-21,2020-2021,Aston Villa,Sheffield United,75,75,76,74,75,77,74,77,53,40,23,24,430.75,149.85,1,0,H,0,0,D,18,4,2,1,12,13,10,4,3,1,0,1,0.81,0.85,0.81,0.07,1.16,1.46,4.45,17.64,2.7,3.1,2.75,2.7,3.2,2.7,2.7,2.95,2.75,2.77,3.22,2.78,2.7,3.2,2.7,2.7,3.13,2.8,2.46,3.19,3.35
E0,2020-09-21,2020-2021,Wolverhampton Wanderers,Manchester City,79,85,80,86,82,85,77,84,38,36,23,24,450.3,1040.0,1,3,A,0,2,A,10,14,1,9,6,8,4,6,0,3,0,0,0.73,2.08,0.73,1.17,0.42,2.41,30.71,7.6,6.5,4.33,1.5,6.5,4.5,1.48,5.75,4.0,1.57,6.27,4.35,1.56,6.5,4.2,1.53,6.5,4.33,1.5,6.7,4.55,1.53
E0,2020-09-26,2020-2021,Brighton,Manchester United,76,82,77,84,74,82,74,81,46,39,24,24,290.4,770.05,2,3,A,1,1,D,18,7,5,3,18,16,7,1,4,2,0,0,2.98,1.58,2.07,0.69,2.34,0.48,6.64,11.13,4.75,3.75,1.72,5.0,3.7,1.72,4.7,3.55,1.77,5.1,3.82,1.78,5.0,3.7,1.73,4.8,3.75,1.73,5.58,4.36,1.63
E0,2020-09-26,2020-2021,Crystal Palace,Everton,77,79,79,80,76,78,75,79,36,44,27,24,193.85,511.2,1,2,A,1,2,A,8,10,1,5,16,15,7,6,3,1,0,0,0.44,2.27,0.37,1.28,0.19,2.7,12.03,7.3,3.75,3.25,2.1,3.8,3.3,2.05,3.65,3.1,2.15,3.72,3.44,2.17,3.7,3.25,2.1,3.75,3.25,2.1,3.58,3.34,2.27
E0,2020-09-26,2020-2021,West Bromwich Albion,Chelsea,73,82,72,85,74,83,73,81,43,39,26,25,141.15,889.2,3,3,D,3,0,H,9,22,3,10,8,16,3,9,1,3,0,0,0.91,2.36,0.83,1.48,0.41,2.42,40.82,4.52,9.0,4.75,1.36,8.5,4.5,1.4,8.0,4.7,1.4,8.55,5.33,1.39,8.5,4.8,1.38,9.0,5.0,1.36,6.96,5.03,1.47
E0,2020-09-26,2020-2021,Burnley,Southampton,76,76,77,77,76,76,76,76,32,39,26,24,132.3,282.8,0,1,A,0,1,A,10,5,2,1,8,10,8,2,1,0,0,0,0.35,0.71,0.13,0.67,0.87,1.71,8.21,13.75,3.2,3.3,2.3,3.2,3.3,2.3,3.3,3.0,2.3,3.41,3.31,2.36,3.3,3.2,2.3,3.25,3.25,2.3,3.37,3.47,2.3
E0,2020-09-27,2020-2021,Sheffield United,Leeds,75,73,74,76,77,73,77,73,40,39,24,24,149.85,238.1,0,1,A,0,0,D,14,17,4,9,18,4,5,7,2,1,0,0,1.53,1.47,1.49,1.43,1.45,1.28,11.55,8.94,2.7,3.3,2.62,2.7,3.4,2.6,2.75,3.15,2.6,2.83,3.5,2.63,2.7,3.3,2.62,2.75,3.3,2.6,3.09,3.44,2.47
E0,2020-09-27,2020-2021,Tottenham,Newcastle United,82,77,85,78,82,77,81,76,41,33,24,26,703.5,255.35,1,1,D,1,0,H,23,6,12,1,15,9,10,4,1,4,0,0,3.19,0.94,1.9,0.14,2.75,0.16,9.68,35.7,1.45,4.5,7.0,1.48,4.4,6.75,1.5,4.2,6.75,1.49,4.67,7.38,1.47,4.33,7.5,1.44,4.5,7.5,1.42,5.05,8.16
E0,2020-09-27,2020-2021,Manchester City,Leicester,85,79,86,81,85,79,84,79,36,40,24,25,1040.0,510.7,2,5,A,1,1,D,16,7,5,7,13,8,3,4,1,3,0,0,1.45,2.87,1.1,0.58,0.42,2.43,5.33,25.08,1.28,6.0,9.5,1.3,6.0,9.0,1.3,5.75,9.0,1.31,6.19,10.09,1.27,5.8,11.0,1.29,5.75,10.0,1.32,5.9,9.96
E0,2020-09-27,2020-2021,West Ham,Wolverhampton Wanderers,78,78,79,78,78,82,76,77,39,38,26,23,334.9,450.3,4,0,H,1,0,H,15,11,7,2,7,11,1,3,0,1,0,0,3.06,0.39,1.55,0.27,2.87,0.08,21.76,8.19,3.6,3.5,2.05,3.8,3.4,2.05,3.8,3.15,2.1,3.87,3.5,2.1,3.7,3.4,2.05,3.7,3.2,2.15,3.43,3.35,2.33
E0,2020-09-28,2020-2021,Fulham,Aston Villa,75,76,75,76,73,75,72,74,38,53,26,23,239.75,430.75,0,3,A,0,2,A,16,12,3,5,18,14,5,3,6,3,0,0,0.53,2.03,0.48,1.99,0.37,2.46,5.96,9.3,2.9,3.25,2.5,2.85,3.25,2.55,2.95,3.05,2.5,2.98,3.32,2.54,2.9,3.25,2.5,2.88,3.25,2.55,3.04,3.49,2.48
E0,2020-09-28,2020-2021,Liverpool,Arsenal,85,80,89,83,84,80,86,78,43,42,24,24,969.65,619.25,3,1,H,2,1,H,21,4,8,3,11,7,7,3,2,2,0,0,2.74,1.18,1.75,0.67,2.43,0.4,8.83,35.86,1.45,4.75,6.5,1.5,4.75,5.75,1.5,4.4,6.0,1.5,4.76,6.53,1.47,4.6,6.5,1.45,4.6,6.5,1.5,5.25,5.95
E0,2020-10-03,2020-2021,Chelsea,Crystal Palace,82,77,83,79,83,76,81,74,39,36,25,27,889.2,193.85,4,0,H,0,0,D,17,4,6,0,17,13,8,5,2,0,0,0,2.51,0.1,0.92,0.1,2.93,0.04,4.45,25.88,1.4,4.75,8.0,1.42,4.75,7.5,1.47,4.5,6.75,1.43,4.86,7.79,1.42,4.6,8.0,1.4,4.75,8.0,1.56,4.31,6.67
E0,2020-10-03,2020-2021,Everton,Brighton,79,76,80,77,78,74,79,74,44,46,24,24,511.2,290.4,4,2,H,2,1,H,11,11,6,3,13,14,3,10,0,1,0,0,2.34,1.17,2.32,0.31,2.26,0.53,9.06,9.17,1.72,3.75,4.8,1.75,3.6,5.0,1.73,3.75,5.0,1.78,3.82,4.82,1.75,3.6,5.0,1.73,3.8,4.8,1.81,3.86,4.78
E0,2020-10-03,2020-2021,Leeds,Manchester City,74,85,76,86,74,86,74,83,39,36,24,24,238.1,1040.0,1,1,D,0,1,A,12,23,7,2,11,12,7,10,2,1,0,0,2.57,1.42,1.48,1.14,2.16,0.66,7.83,11.38,7.5,5.25,1.36,7.0,5.25,1.4,7.0,5.0,1.4,7.98,5.31,1.37,8.0,5.0,1.38,7.5,5.5,1.36,8.85,7.49,1.28
E0,2020-10-03,2020-2021,Newcastle United,Burnley,77,76,78,77,77,76,76,76,33,32,26,26,255.35,132.3,3,1,H,1,0,H,10,7,5,3,13,17,3,4,2,3,0,0,1.96,0.44,1.1,0.42,2.61,0.25,20.75,9.42,2.4,3.2,3.1,2.45,3.1,3.1,2.5,2.95,3.05,2.51,3.2,3.12,2.45,3.1,3.1,2.4,3.13,3.2,2.45,3.38,3.17
E0,2020-10-04,2020-2021,Leicester,West Ham,79,78,81,79,79,78,79,76,40,39,25,26,510.7,334.9,0,3,A,0,2,A,4,14,0,6,11,8,6,4,2,2,0,0,0.46,2.03,0.39,2.01,0.31,2.53,7.32,34.18,1.61,4.2,5.25,1.65,4.1,5.0,1.73,3.8,4.6,1.7,4.16,4.94,1.7,4.0,4.8,1.65,4.1,5.0,1.87,3.88,4.38
E0,2020-10-04,2020-2021,Southampton,West Bromwich Albion,76,73,77,72,76,74,76,73,39,43,24,26,282.8,141.15,2,0,H,1,0,H,13,5,7,2,19,10,5,1,2,1,0,0,0.95,0.16,0.48,0.11,2.12,0.52,5.09,15.84,1.72,3.8,4.75,1.72,3.9,4.75,1.77,3.6,4.5,1.78,3.91,4.71,1.75,3.8,4.6,1.73,3.8,4.75,1.88,3.88,4.34
E0,2020-10-04,2020-2021,Arsenal,Sheffield United,80,75,84,74,80,77,77,76,42,40,24,24,619.25,149.85,2,1,H,0,0,D,6,6,5,2,3,9,2,4,0,1,0,0,0.67,0.14,0.67,0.08,1.89,0.66,13.92,19.35,1.57,4.0,6.0,1.55,4.1,6.25,1.6,3.8,6.0,1.56,4.17,6.73,1.55,4.0,6.5,1.55,4.0,6.5,1.5,4.46,7.41
E0,2020-10-04,2020-2021,Wolverhampton Wanderers,Fulham,78,75,78,75,82,73,78,72,38,38,23,26,450.3,239.75,1,0,H,0,0,D,14,10,5,2,15,8,6,2,1,1,0,0,0.89,0.97,0.27,0.87,1.23,1.42,14.59,21.21,1.5,4.0,7.5,1.5,4.0,7.25,1.53,3.8,7.0,1.51,4.2,7.63,1.52,3.9,7.5,1.5,4.0,7.5,1.82,3.64,5.08
E0,2020-10-04,2020-2021,Manchester United,Tottenham,82,82,84,85,82,82,81,81,39,41,24,24,770.05,703.5,1,6,A,1,4,A,5,22,2,8,14,10,2,4,2,1,1,0,0.87,3.3,0.11,2.02,0.13,2.79,19.88,6.68,1.85,3.8,4.0,1.91,3.7,3.9,1.95,3.45,3.95,1.93,3.76,4.09,1.91,3.7,3.9,1.9,3.6,4.1,2.12,3.7,3.6
E0,2020-10-04,2020-2021,Aston Villa,Liverpool,76,85,76,89,76,84,74,86,53,43,23,24,430.75,969.65,7,2,H,4,1,H,18,14,11,8,7,10,2,7,2,1,0,0,3.08,1.66,2.96,1.28,2.26,0.58,14.6,4.76,10.0,5.5,1.3,9.75,5.5,1.3,8.25,5.0,1.35,10.05,5.4,1.33,9.0,5.25,1.33,10.0,5.5,1.3,6.76,5.1,1.47
E0,2020-10-17,2020-2021,Everton,Liverpool,79,85,80,89,78,84,79,86,44,43,24,24,511.2,969.65,2,2,D,1,1,D,11,22,5,8,15,9,2,5,3,2,1,0,1.36,2.49,1.32,1.91,0.68,2.13,14.1,8.72,3.75,4.2,1.83,3.8,4.1,1.83,3.9,3.8,1.83,4.04,4.2,1.87,4.0,3.9,1.83,3.75,4.0,1.87,4.22,4.24,1.83
E0,2020-10-17,2020-2021,Chelsea,Southampton,82,76,85,77,82,76,81,76,39,39,25,24,889.2,282.8,3,3,D,2,1,H,11,13,5,6,11,9,6,2,1,1,0,0,1.99,1.42,0.94,0.72,1.84,0.88,10.91,14.61,1.45,4.75,6.5,1.5,4.6,6.0,1.57,4.2,5.75,1.56,4.53,6.14,1.53,4.33,6.0,1.5,4.5,6.0,1.62,4.53,5.39
E0,2020-10-17,2020-2021,Manchester City,Arsenal,85,81,86,84,86,81,83,77,36,42,24,24,1040.0,619.25,1,0,H,1,0,H,13,11,5,3,15,10,6,6,4,1,0,0,1.43,0.84,1.05,0.62,1.87,0.84,13.52,20.35,1.44,5.0,6.5,1.48,4.75,6.0,1.5,4.5,5.75,1.51,4.87,6.36,1.47,4.75,6.0,1.5,4.75,6.0,1.55,4.81,5.76
E0,2020-10-17,2020-2021,Newcastle United,Manchester United,77,82,76,84,77,82,76,82,33,39,26,24,255.35,770.05,1,4,A,1,1,D,7,28,4,14,9,12,0,7,1,1,0,0,0.87,2.22,0.87,1.35,0.42,2.38,12.14,6.06,4.75,4.0,1.66,4.75,4.2,1.65,4.7,3.75,1.73,4.87,4.18,1.74,4.75,4.0,1.7,5.0,3.9,1.67,4.77,4.21,1.74
E0,2020-10-18,2020-2021,Sheffield United,Fulham,75,75,74,77,77,74,75,73,40,38,24,26,149.85,239.75,1,1,D,0,0,D,10,15,6,6,5,9,2,5,0,2,0,0,1.66,1.36,0.85,0.33,1.63,1.05,15.17,12.71,2.1,3.3,3.7,2.05,3.4,3.7,2.15,3.1,3.7,2.15,3.4,3.84,2.1,3.25,3.75,2.05,3.25,3.9,2.4,3.16,3.48
E0,2020-10-18,2020-2021,Crystal Palace,Brighton,77,76,79,77,76,74,74,74,36,46,27,24,193.85,290.4,1,1,D,1,0,H,1,20,1,3,13,12,2,5,3,2,0,1,0.76,1.09,0.0,0.74,1.1,1.53,13.59,6.39,2.62,3.3,2.7,2.6,3.3,2.75,2.65,3.0,2.8,2.73,3.34,2.83,2.62,3.25,2.75,2.7,3.13,2.75,3.27,3.25,2.47
E0,2020-10-18,2020-2021,Tottenham,West Ham,82,78,85,79,82,78,81,77,41,39,24,26,703.5,334.9,3,3,D,3,0,H,11,13,6,4,13,12,3,7,0,5,0,0,1.78,1.5,1.72,0.69,1.58,1.12,12.3,18.06,1.57,4.33,5.5,1.57,4.25,5.5,1.63,3.95,5.0,1.64,4.21,5.63,1.62,4.0,5.5,1.6,4.2,5.25,1.65,4.17,5.61
E0,2020-10-18,2020-2021,Leicester,Aston Villa,79,76,81,76,79,76,79,74,40,53,25,23,510.7,430.75,0,1,A,0,0,D,11,10,5,4,18,18,2,7,4,3,0,0,0.67,0.87,0.4,0.79,1.11,1.53,8.75,9.22,1.83,3.8,4.1,1.83,3.9,4.0,1.9,3.6,3.85,1.93,3.89,4.1,1.88,3.7,4.0,1.85,3.8,4.0,2.48,3.62,2.95
E0,2020-10-19,2020-2021,West Bromwich Albion,Burnley,73,76,72,77,73,76,73,76,43,32,26,26,141.15,132.3,0,0,D,0,0,D,13,9,6,4,15,17,8,2,2,2,0,0,0.73,1.09,0.64,0.67,0.99,1.68,8.25,13.32,2.45,3.3,2.9,2.45,3.3,2.95,2.5,3.05,2.95,2.54,3.37,3.05,2.45,3.3,3.0,2.45,3.2,3.0,2.73,3.25,2.9
E0,2020-10-19,2020-2021,Leeds,Wolverhampton Wanderers,74,78,77,78,75,82,74,78,39,38,24,23,238.1,450.3,0,1,A,0,0,D,13,7,2,3,13,12,8,3,2,1,0,0,1.08,0.62,0.55,0.52,1.75,0.91,5.5,12.0,2.5,3.3,2.87,2.5,3.2,3.0,2.5,3.0,2.95,2.55,3.31,3.07,2.45,3.25,3.0,2.5,3.25,2.9,2.61,3.35,2.96
E0,2020-10-23,2020-2021,Aston Villa,Leeds,76,74,76,77,76,75,74,74,53,39,23,24,430.75,238.1,0,3,A,0,0,D,12,27,4,9,14,17,6,5,2,2,0,0,1.5,2.38,1.02,2.08,0.82,1.97,13.24,3.65,2.05,3.75,3.3,2.15,3.6,3.25,2.1,3.5,3.3,2.13,3.83,3.44,2.1,3.7,3.3,2.1,3.7,3.3,1.93,4.12,3.88
E0,2020-10-24,2020-2021,West Ham,Manchester City,78,85,79,86,78,86,77,83,39,36,26,24,334.9,1040.0,1,1,D,1,0,H,6,14,2,7,14,6,2,10,2,0,0,0,0.26,0.89,0.23,0.78,0.68,1.94,20.3,13.08,8.0,5.25,1.36,7.25,5.0,1.4,6.5,4.8,1.43,7.51,5.3,1.42,7.5,5.0,1.4,7.5,5.0,1.4,6.97,5.13,1.45
E0,2020-10-24,2020-2021,Fulham,Crystal Palace,75,77,77,79,74,76,73,74,38,36,26,27,239.75,193.85,1,2,A,0,1,A,16,14,3,10,11,11,4,4,0,1,1,0,1.05,2.81,0.67,2.65,0.33,2.54,6.24,21.53,2.75,3.1,2.7,2.7,3.1,2.8,2.75,2.95,2.75,2.8,3.21,2.86,2.7,3.2,2.75,2.75,3.13,2.75,2.66,3.14,3.08
E0,2020-10-24,2020-2021,Manchester United,Chelsea,82,82,84,85,82,82,82,81,39,39,24,25,770.05,889.2,0,0,D,0,0,D,14,6,4,1,8,6,9,6,3,1,0,0,0.65,0.22,0.57,0.13,1.73,0.79,22.06,14.68,2.37,3.6,2.8,2.35,3.6,2.9,2.4,3.35,2.9,2.45,3.65,2.97,2.35,3.6,2.88,2.4,3.6,2.8,2.69,3.46,2.79
E0,2020-10-24,2020-2021,Liverpool,Sheffield United,85,75,89,74,84,77,86,75,43,40,24,24,969.65,149.85,2,1,H,1,1,D,17,13,5,2,7,15,7,3,0,3,0,0,2.4,1.4,1.65,0.58,2.17,0.62,14.17,19.65,1.22,6.5,12.0,1.25,6.25,11.5,1.27,6.0,11.0,1.25,6.66,12.96,1.25,6.0,12.0,1.25,6.0,13.0,1.22,7.45,13.55
E0,2020-10-25,2020-2021,Southampton,Everton,76,79,77,80,76,78,76,79,39,44,24,24,282.8,511.2,2,0,H,2,0,H,12,6,6,2,11,11,4,5,1,2,0,1,0.74,0.29,0.73,0.22,1.75,0.82,13.88,11.69,2.75,3.4,2.55,2.8,3.5,2.45,2.75,3.25,2.55,2.84,3.58,2.58,2.75,3.4,2.55,2.75,3.5,2.5,3.08,3.56,2.41
E0,2020-10-25,2020-2021,Wolverhampton Wanderers,Newcastle United,78,77,78,76,82,77,78,76,38,33,23,26,450.3,255.35,1,1,D,0,0,D,16,5,3,2,10,10,2,3,0,1,0,0,0.76,0.25,0.67,0.19,1.79,0.78,10.19,31.31,1.75,3.5,5.25,1.75,3.5,5.25,1.8,3.3,5.0,1.79,3.59,5.48,1.75,3.5,5.25,1.75,3.5,5.25,1.86,3.52,5.01
E0,2020-10-25,2020-2021,Arsenal,Leicester,81,79,84,81,81,79,77,79,42,40,24,25,619.25,510.7,0,1,A,0,0,D,12,6,4,2,13,9,9,3,3,5,0,0,0.74,0.74,0.6,0.68,1.27,1.35,11.0,26.21,1.9,3.75,3.8,1.91,3.8,3.8,1.95,3.5,3.85,1.95,3.83,4.06,1.91,3.7,3.9,1.91,3.7,3.9,2.0,3.57,4.17
E0,2020-10-26,2020-2021,Brighton,West Bromwich Albion,76,73,77,72,74,73,74,73,46,43,24,26,290.4,141.15,1,1,D,1,0,H,5,9,3,3,14,7,6,2,2,0,0,0,0.55,0.3,0.49,0.14,1.58,0.94,10.71,14.42,1.7,4.0,4.75,1.75,3.9,4.5,1.75,3.6,4.6,1.78,4.08,4.7,1.75,3.8,4.6,1.73,3.8,4.8,1.67,4.3,5.26
E0,2020-10-26,2020-2021,Burnley,Tottenham,76,82,77,85,76,82,76,81,32,41,26,24,132.3,703.5,0,1,A,0,0,D,13,9,4,3,9,7,4,5,2,0,0,0,0.95,0.8,0.82,0.8,1.46,1.2,14.87,9.78,5.75,4.0,1.6,5.5,4.0,1.62,5.5,3.75,1.65,5.63,4.15,1.66,5.8,3.9,1.6,6.0,3.9,1.6,5.59,4.41,1.61
E0,2020-10-30,2020-2021,Wolverhampton Wanderers,Crystal Palace,78,77,78,79,82,76,78,74,38,36,23,27,450.3,193.85,2,0,H,2,0,H,15,11,5,2,13,4,7,6,0,2,0,1,1.35,0.8,1.27,0.36,1.82,0.89,13.85,16.71,2.0,3.2,4.33,2.05,3.1,4.2,2.1,3.2,3.95,2.07,3.21,4.41,2.05,3.0,4.33,2.05,3.1,4.2,2.12,3.14,4.34
E0,2020-10-31,2020-2021,Sheffield United,Manchester City,75,85,74,86,77,86,75,83,40,36,24,24,149.85,1040.0,0,1,A,0,1,A,5,16,1,8,14,6,2,5,0,0,0,0,0.69,1.9,0.69,1.51,0.42,2.36,18.71,15.67,9.5,6.0,1.28,9.5,5.75,1.3,8.75,5.25,1.33,9.8,5.91,1.33,9.5,5.5,1.32,10.0,5.75,1.29,10.63,6.25,1.3
E0,2020-10-31,2020-2021,Burnley,Chelsea,77,82,77,85,77,83,75,81,32,39,26,25,132.3,889.2,0,3,A,0,1,A,5,14,0,9,10,15,3,4,1,0,0,0,0.41,1.23,0.39,1.01,0.6,2.11,16.92,8.96,6.0,4.5,1.5,6.25,4.5,1.5,5.75,4.1,1.57,6.32,4.39,1.56,6.0,4.33,1.53,6.5,4.33,1.5,5.59,4.29,1.63
E0,2020-10-31,2020-2021,Liverpool,West Ham,85,78,89,79,84,78,86,77,43,39,24,26,969.65,334.9,2,1,H,1,1,D,9,4,5,3,13,14,1,2,0,1,0,0,1.56,0.27,0.64,0.04,2.56,0.27,6.91,35.38,1.36,5.25,7.5,1.36,5.25,7.75,1.43,5.0,6.5,1.4,5.32,8.03,1.38,5.0,8.0,1.36,5.25,7.5,1.44,5.3,7.1
