Div,Date,season,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,2018-08-25,2018-2019,Bournemouth,Everton,76,79,77,80,75,79,76,78,37,40,25,26,310.0,529.1,2,2,D,0,0,D,17,11,5,3,12,10,6,2,0,3,1,1,2.59,0.54,1.21,0.45,2.72,0.18,9.35,9.45,2.62,3.6,2.75,2.6,3.4,2.7,2.55,3.5,2.65,2.63,3.58,2.77,2.5,3.6,2.62,2.6,3.6,2.75,2.68,3.51,2.75
E0,2018-08-25,2018-2019,Huddersfield,Cardiff,75,73,75,73,75,74,75,73,33,35,25,27,137.45,113.0,0,0,D,0,0,D,5,14,1,4,8,10,7,7,0,1,1,0,0.2,1.06,0.08,1.03,0.5,2.18,8.83,8.48,2.37,3.0,3.7,2.25,3.1,3.5,2.3,3.0,3.55,2.34,3.1,3.68,2.3,3.1,3.3,2.38,3.1,3.6,2.46,3.03,3.5
E0,2018-08-25,2018-2019,Liverpool,Brighton,83,76,85,76,82,76,81,75,39,41,24,25,1170.0,194.35,1,0,H,1,0,H,22,6,8,2,8,14,8,5,1,1,0,0,1.81,0.54,1.44,0.38,2.34,0.45,6.69,19.64,1.16,8.5,19.0,1.16,7.5,17.5,1.15,7.9,18.0,1.17,8.54,21.13,1.15,8.0,17.0,1.15,8.5,23.0,1.15,9.48,22.0
E0,2018-08-25,2018-2019,Southampton,Leicester,77,78,76,79,77,77,77,77,40,37,24,26,305.4,434.1,1,2,A,0,0,D,11,8,5,5,13,11,10,3,1,1,1,0,0.54,0.52,0.39,0.39,1.28,1.28,7.77,13.29,2.45,3.2,3.25,2.4,3.2,3.1,2.4,3.15,3.1,2.45,3.34,3.18,2.3,3.3,3.1,2.45,3.25,3.25,2.35,3.28,3.44
E0,2018-08-25,2018-2019,Wolverhampton Wanderers,Manchester City,76,85,75,85,80,87,75,83,40,46,24,24,302.9,1200.0,1,1,D,0,0,D,11,18,2,6,13,8,5,9,1,2,0,0,1.26,1.84,0.95,1.47,0.92,1.81,22.88,6.83,11.0,6.5,1.28,10.0,6.75,1.25,11.0,6.1,1.25,12.1,6.52,1.27,10.0,6.0,1.25,13.0,6.25,1.29,12.01,5.82,1.3
E0,2018-08-26,2018-2019,Fulham,Burnley,76,78,76,77,77,77,74,78,33,33,25,28,254.25,197.25,4,2,H,3,2,H,25,12,12,2,11,8,6,4,2,1,0,0,1.92,1.57,1.78,0.96,1.6,1.14,11.71,18.58,2.0,3.4,4.33,2.0,3.3,4.0,1.97,3.35,4.1,1.97,3.47,4.4,2.0,3.25,3.9,2.0,3.4,4.33,2.26,3.23,3.71
E0,2018-08-26,2018-2019,Newcastle United,Chelsea,76,83,76,84,76,85,76,82,37,54,26,25,244.65,1170.0,1,2,A,0,0,D,6,15,2,3,16,8,4,5,3,1,0,0,0.21,1.5,0.18,0.46,0.26,2.56,24.14,4.44,5.75,4.0,1.66,5.25,3.8,1.67,5.0,3.75,1.7,5.49,4.06,1.68,5.0,3.75,1.67,5.5,4.0,1.67,6.66,4.25,1.57
E0,2018-08-26,2018-2019,Watford,Crystal Palace,77,77,77,79,78,76,76,75,39,36,26,26,239.1,289.0,2,1,H,0,0,D,13,9,5,3,14,11,6,3,4,2,0,0,1.15,1.22,0.55,0.77,1.28,1.41,9.59,6.6,2.6,3.25,3.0,2.55,3.1,2.95,2.5,3.2,2.95,2.61,3.33,2.96,2.5,3.3,2.8,2.6,3.3,2.9,2.37,3.37,3.3
E0,2018-08-27,2018-2019,Manchester United,Tottenham,83,83,84,89,84,83,81,82,36,34,25,25,797.6,898.6,0,3,A,0,0,D,23,9,5,5,11,16,5,2,2,4,0,0,1.4,1.81,0.91,1.14,1.05,1.71,9.43,8.41,2.62,3.3,2.9,2.55,3.2,2.9,2.6,3.25,2.75,2.61,3.36,2.93,2.5,3.4,2.7,2.6,3.3,2.9,2.62,3.35,2.93
E0,2018-09-01,2018-2019,Brighton,Fulham,76,76,76,76,76,77,75,74,41,33,25,25,194.35,254.25,2,2,D,0,1,A,15,10,5,5,12,14,7,1,3,3,0,0,2.68,1.52,1.04,0.67,2.22,0.59,11.48,13.64,2.3,3.4,3.4,2.2,3.3,3.4,2.2,3.3,3.4,2.24,3.45,3.47,2.25,3.3,3.2,2.25,3.4,3.5,2.17,3.52,3.61
E0,2018-09-01,2018-2019,Chelsea,Bournemouth,83,76,84,77,85,75,82,76,54,37,25,25,1170.0,310.0,2,0,H,0,0,D,24,8,6,1,10,7,7,6,2,2,0,0,1.16,0.95,0.89,0.9,1.47,1.21,8.21,21.24,1.3,6.0,11.0,1.28,6.0,9.5,1.27,6.0,10.0,1.3,6.3,10.73,1.29,5.8,8.5,1.3,6.0,11.0,1.32,5.98,10.48
E0,2018-09-01,2018-2019,Crystal Palace,Southampton,77,77,79,76,76,77,75,77,36,40,26,24,289.0,305.4,0,2,A,0,0,D,20,19,6,6,11,12,7,4,1,1,0,0,2.35,3.14,2.31,1.27,0.89,1.9,11.94,10.09,2.0,3.5,4.2,1.95,3.4,4.1,2.0,3.4,3.8,1.95,3.5,4.47,1.95,3.4,4.0,2.0,3.4,4.33,2.58,3.18,3.11
E0,2018-09-01,2018-2019,Everton,Huddersfield,79,75,80,75,79,75,78,75,40,33,26,25,529.1,137.45,1,1,D,1,1,D,11,9,1,6,13,14,4,3,3,3,0,0,0.62,0.66,0.55,0.19,1.22,1.37,8.52,9.34,1.53,4.2,7.5,1.5,4.0,7.5,1.6,4.0,5.5,1.5,4.3,8.06,1.5,3.8,7.5,1.53,4.2,7.5,1.57,3.96,7.47
E0,2018-09-01,2018-2019,Leicester,Liverpool,78,83,79,85,77,82,77,81,37,39,26,24,434.1,1170.0,1,2,A,0,2,A,12,10,5,4,9,12,4,4,3,2,0,0,0.98,1.23,0.87,0.95,1.11,1.56,13.0,9.89,7.5,5.0,1.44,6.5,4.75,1.45,6.5,4.3,1.5,7.5,4.96,1.45,7.0,4.75,1.4,7.5,5.0,1.45,8.17,4.75,1.45
E0,2018-09-01,2018-2019,Manchester City,Newcastle United,85,76,85,76,87,76,83,76,46,37,24,26,1200.0,244.65,2,1,H,1,1,D,24,3,8,2,5,13,4,0,0,0,0,0,2.47,0.55,1.99,0.5,2.64,0.23,8.82,30.46,1.11,11.0,26.0,1.12,9.5,18.5,1.12,9.0,20.0,1.12,10.57,27.95,1.08,10.0,26.0,1.11,11.0,29.0,1.12,10.43,29.28
E0,2018-09-01,2018-2019,West Ham,Wolverhampton Wanderers,79,76,79,75,78,80,76,75,37,40,26,24,359.0,302.9,0,1,A,0,0,D,13,15,3,6,10,11,4,4,2,1,0,0,0.89,1.22,0.71,0.68,1.03,1.67,14.33,10.35,2.6,3.4,2.87,2.5,3.3,2.85,2.5,3.3,2.85,2.58,3.44,2.91,2.4,3.5,2.8,2.5,3.5,2.9,2.6,3.26,3.02
E0,2018-09-02,2018-2019,Burnley,Manchester United,78,83,77,84,77,84,78,81,33,36,28,25,197.25,797.6,0,2,A,0,2,A,9,21,2,9,7,13,2,5,2,3,0,1,1.1,2.9,1.08,1.94,0.33,2.53,21.0,10.75,6.0,3.75,1.7,6.0,3.6,1.65,5.0,3.75,1.7,5.94,3.85,1.68,5.5,3.7,1.65,6.25,3.8,1.65,6.72,4.02,1.6
E0,2018-09-02,2018-2019,Cardiff,Arsenal,73,82,73,85,74,82,73,81,35,42,27,24,113.0,659.05,2,3,A,1,1,D,14,17,3,11,12,14,3,9,3,4,0,0,0.77,1.41,0.44,0.8,0.85,1.88,16.36,4.5,6.5,4.33,1.57,6.0,4.0,1.57,5.4,3.8,1.65,6.35,4.54,1.55,5.5,4.33,1.53,6.5,4.33,1.55,6.34,4.47,1.56
E0,2018-09-02,2018-2019,Watford,Tottenham,77,83,77,89,78,83,76,82,39,34,26,25,239.1,898.6,2,1,H,0,0,D,7,11,3,2,9,8,3,10,2,1,0,0,0.45,0.58,0.41,0.51,1.11,1.45,11.24,5.08,5.5,4.2,1.64,5.5,4.25,1.57,5.3,3.9,1.65,5.5,4.19,1.66,5.0,4.2,1.62,5.75,4.2,1.62,5.6,3.97,1.69
E0,2018-09-15,2018-2019,Bournemouth,Leicester,76,78,77,79,75,77,76,77,37,37,25,26,310.0,434.1,4,2,H,3,0,H,10,14,5,8,13,15,4,6,3,2,0,1,2.23,1.83,1.36,0.77,1.69,1.05,16.92,7.0,2.45,3.5,3.0,2.4,3.4,2.95,2.35,3.4,3.0,2.43,3.46,3.13,2.38,3.4,2.9,2.45,3.5,3.0,2.46,3.35,3.17
E0,2018-09-15,2018-2019,Chelsea,Cardiff,83,73,84,73,85,74,82,73,54,35,25,27,1170.0,113.0,4,1,H,2,1,H,18,6,7,2,8,10,5,4,0,0,0,0,2.67,0.83,1.71,0.81,2.6,0.26,4.0,18.36,1.18,8.0,19.0,1.19,7.0,15.0,1.2,6.8,15.0,1.19,7.4,18.5,1.17,7.0,15.0,1.18,7.5,21.0,1.14,8.85,23.0
E0,2018-09-15,2018-2019,Huddersfield,Crystal Palace,75,77,75,79,75,76,75,75,33,36,25,26,137.45,289.0,0,1,A,0,1,A,15,7,2,2,11,17,5,3,1,2,0,0,0.88,0.75,0.6,0.69,1.45,1.2,11.84,15.94,3.3,3.1,2.5,3.1,3.1,2.45,3.2,3.1,2.4,3.25,3.23,2.48,3.1,3.0,2.45,3.3,3.13,2.5,3.47,3.22,2.37
E0,2018-09-15,2018-2019,Manchester City,Fulham,85,76,85,76,87,77,83,74,46,33,24,25,1200.0,254.25,3,0,H,2,0,H,28,9,9,3,7,7,10,4,0,0,0,0,4.92,0.34,4.14,0.31,2.99,0.0,10.86,38.18,1.12,10.0,26.0,1.13,9.0,19.5,1.12,9.0,20.0,1.13,10.17,20.82,1.12,9.0,17.0,1.13,10.0,26.0,1.1,12.75,25.0
E0,2018-09-15,2018-2019,Newcastle United,Arsenal,76,82,76,85,76,82,76,81,37,42,26,24,244.65,659.05,1,2,A,0,0,D,4,12,2,2,13,11,10,4,0,0,0,0,0.41,0.9,0.35,0.71,0.85,1.78,14.75,7.1,4.2,3.8,1.9,4.0,3.6,1.91,4.0,3.6,1.9,4.2,3.83,1.92,3.75,3.7,1.91,4.1,3.75,1.95,4.46,3.86,1.86
E0,2018-09-15,2018-2019,Tottenham,Liverpool,83,83,89,85,83,82,82,81,34,39,25,24,898.6,1170.0,1,2,A,0,1,A,11,17,3,10,17,16,5,4,0,0,0,0,0.79,3.01,0.44,1.48,0.18,2.73,10.33,19.79,3.0,3.6,2.4,2.95,3.6,2.3,2.95,3.6,2.3,3.03,3.71,2.37,2.88,3.5,2.3,3.1,3.7,2.3,3.14,3.57,2.37
E0,2018-09-15,2018-2019,Watford,Manchester United,77,83,77,84,78,84,76,81,39,36,26,25,239.1,797.6,1,2,A,0,2,A,14,9,5,6,9,11,6,8,2,1,0,1,1.18,1.65,1.11,0.78,0.93,1.8,12.77,10.06,4.33,3.6,1.95,4.2,3.6,1.87,4.15,3.55,1.9,4.18,3.65,1.97,4.0,3.4,1.91,4.4,3.6,1.93,4.8,3.68,1.85
E0,2018-09-16,2018-2019,Everton,West Ham,79,79,80,79,79,78,78,76,40,37,26,26,529.1,359.0,1,3,A,1,2,A,16,9,4,4,15,12,4,2,2,5,0,0,1.27,1.52,0.93,1.51,1.12,1.59,6.63,11.09,2.0,3.75,3.9,2.0,3.6,3.7,2.0,3.55,3.6,2.07,3.69,3.76,2.05,3.6,3.4,2.05,3.6,3.75,2.17,3.42,3.74
E0,2018-09-16,2018-2019,Wolverhampton Wanderers,Burnley,76,78,75,77,80,77,75,78,40,33,24,28,302.9,197.25,1,0,H,0,0,D,30,7,7,2,10,9,8,2,2,4,0,0,3.39,0.21,2.65,0.13,2.93,0.04,17.38,17.94,1.75,3.6,5.75,1.7,3.6,5.5,1.8,3.5,4.7,1.74,3.65,5.82,1.75,3.5,4.8,1.75,3.6,5.75,1.75,3.65,5.75
E0,2018-09-17,2018-2019,Southampton,Brighton,77,76,76,76,77,76,77,75,40,41,24,25,305.4,194.35,2,2,D,1,0,H,14,12,5,4,10,13,1,4,2,3,0,0,2.2,1.97,0.56,1.16,1.55,1.16,9.35,16.0,2.1,3.4,3.9,2.1,3.3,3.75,2.1,3.25,3.75,2.12,3.36,3.98,2.05,3.2,3.75,2.15,3.25,3.9,2.06,3.34,4.17
E0,2018-09-22,2018-2019,Brighton,Tottenham,76,83,76,89,76,83,75,82,41,34,25,25,194.35,898.6,1,2,A,0,1,A,8,16,4,7,15,9,5,7,2,1,0,0,0.82,2.12,0.78,1.23,0.44,2.37,16.67,4.58,5.0,4.0,1.75,4.75,3.7,1.75,4.8,3.9,1.7,4.99,3.93,1.76,4.4,3.8,1.75,5.0,3.9,1.75,5.52,3.99,1.7
E0,2018-09-22,2018-2019,Burnley,Bournemouth,78,76,77,77,77,74,78,76,33,37,28,25,197.25,310.0,4,0,H,2,0,H,12,19,5,5,17,6,3,8,2,0,0,0,2.29,0.98,1.05,0.75,2.39,0.44,10.31,17.33,3.0,3.4,2.5,2.8,3.25,2.6,2.8,3.3,2.55,2.95,3.42,2.59,2.8,3.3,2.5,2.9,3.4,2.6,3.38,3.38,2.34
E0,2018-09-22,2018-2019,Cardiff,Manchester City,73,85,72,85,74,87,73,83,35,46,27,24,113.0,1200.0,0,5,A,0,3,A,2,21,2,10,6,4,1,9,1,1,0,0,0.1,3.08,0.1,2.16,0.04,2.92,67.5,7.64,23.0,8.0,1.16,17.5,8.0,1.15,15.0,6.5,1.2,21.06,7.97,1.18,17.0,7.5,1.15,20.0,8.5,1.17,21.63,8.65,1.15
E0,2018-09-22,2018-2019,Crystal Palace,Newcastle United,77,76,78,76,76,76,76,76,36,37,26,26,289.0,244.65,0,0,D,0,0,D,16,6,4,3,8,11,9,5,1,1,0,0,0.93,0.23,0.61,0.18,1.99,0.63,7.35,9.34,2.14,3.4,3.75,2.15,3.3,3.6,2.0,3.4,3.8,2.18,3.38,3.77,2.1,3.3,3.5,2.15,3.4,3.75,2.15,3.29,3.9
E0,2018-09-22,2018-2019,Fulham,Watford,76,77,76,76,77,78,74,76,33,39,25,26,254.25,239.1,1,1,D,0,1,A,15,11,3,6,11,9,8,8,2,1,0,0,1.77,1.76,1.71,1.12,1.39,1.36,8.29,12.08,2.54,3.5,2.9,2.35,3.4,3.0,2.6,3.3,2.7,2.48,3.49,2.92,2.5,3.4,2.75,2.45,3.5,3.0,2.86,3.45,2.64
E0,2018-09-22,2018-2019,Leicester,Huddersfield,78,75,79,75,78,75,77,75,37,33,26,25,434.1,137.45,3,1,H,1,1,D,18,9,8,2,10,16,3,1,2,1,0,0,1.8,0.69,1.67,0.57,2.24,0.54,6.96,17.68,1.61,4.0,6.5,1.57,3.9,6.25,1.67,3.9,5.0,1.62,3.91,6.72,1.6,3.75,6.0,1.62,3.8,7.0,1.72,3.67,5.91
E0,2018-09-22,2018-2019,Liverpool,Southampton,83,77,85,76,82,77,81,77,39,40,24,24,1170.0,305.4,3,0,H,3,0,H,12,7,4,1,7,10,5,4,0,2,0,0,1.78,0.31,0.43,0.26,2.7,0.18,17.4,24.37,1.2,7.5,17.0,1.2,6.75,14.0,1.2,6.5,15.0,1.2,7.42,18.51,1.18,7.0,15.0,1.2,7.5,17.0,1.2,7.28,15.97
E0,2018-09-22,2018-2019,Manchester United,Wolverhampton Wanderers,83,76,84,76,84,78,80,75,36,40,25,24,797.6,302.9,1,1,D,1,0,H,15,11,6,8,5,17,5,4,1,1,0,0,0.62,1.12,0.36,1.05,0.85,1.84,16.58,17.86,1.57,4.33,6.5,1.55,4.1,6.25,1.55,4.0,6.2,1.59,4.19,6.52,1.57,4.2,5.5,1.6,4.1,6.5,1.6,3.85,6.81
E0,2018-09-23,2018-2019,Arsenal,Everton,82,79,84,80,83,79,81,78,42,40,24,26,659.05,529.1,2,0,H,0,0,D,9,9,5,6,17,12,5,9,2,1,0,0,0.93,1.07,0.81,1.02,1.19,1.48,4.87,17.17,1.44,5.0,7.5,1.48,4.6,6.5,1.45,4.5,7.0,1.49,4.93,6.88,1.47,4.75,6.0,1.45,5.0,7.0,1.4,5.46,7.94
E0,2018-09-23,2018-2019,West Ham,Chelsea,78,83,80,84,78,85,77,82,37,54,26,25,359.0,1170.0,0,0,D,0,0,D,6,17,1,6,11,9,1,8,2,1,0,0,1.02,1.88,1.0,1.75,0.73,2.02,27.0,5.69,6.0,4.5,1.57,5.75,4.25,1.55,6.1,4.2,1.53,5.72,4.41,1.61,5.0,4.2,1.6,6.0,4.5,1.57,6.86,4.73,1.5
E0,2018-09-29,2018-2019,Arsenal,Watford,82,77,84,76,83,78,81,76,42,39,24,26,659.05,239.1,2,0,H,0,0,D,9,13,2,4,11,17,6,6,2,2,0,0,1.57,2.62,1.22,1.96,0.7,2.1,9.0,10.3,1.44,5.1,7.0,1.45,4.75,6.5,1.45,4.5,7.0,1.5,4.85,6.75,1.44,5.0,6.0,1.5,4.8,6.5,1.49,4.88,6.75
E0,2018-09-29,2018-2019,Chelsea,Liverpool,83,83,84,85,85,82,82,81,54,39,25,24,1170.0,1170.0,1,1,D,1,0,H,10,13,4,6,7,9,4,4,0,2,0,0,1.78,1.74,1.62,1.61,1.38,1.37,40.56,15.3,2.8,3.6,2.54,2.85,3.5,2.4,2.85,3.3,2.5,2.86,3.55,2.58,2.8,3.5,2.45,2.8,3.6,2.55,2.83,3.51,2.63
E0,2018-09-29,2018-2019,Everton,Fulham,79,76,80,76,79,77,78,74,40,33,26,25,529.1,254.25,3,0,H,0,0,D,19,6,6,0,13,13,12,1,0,3,0,0,2.32,0.54,1.47,0.54,2.65,0.23,8.31,10.0,1.75,4.2,4.75,1.75,4.0,4.33,1.8,3.7,4.4,1.76,4.05,4.82,1.75,4.0,4.33,1.75,4.1,4.75,1.65,4.32,5.49
