Div,Date,season,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,2016-08-19,2016-2017,Manchester United,Southampton,83,77,90,76,83,76,81,78,42,36,24,25,531.45,263.75,2,0,H,1,0,H,12,13,5,1,11,8,4,0,0,0,0,0,1.37,0.61,0.56,0.56,2.08,0.65,17.2,6.87,1.53,4.2,7.5,1.48,4.33,8.0,1.4,4.4,7.3,1.54,4.33,7.19,1.44,4.33,7.5,1.55,4.1,7.5,1.53,4.27,7.44
E0,2016-08-20,2016-2017,Burnley,Liverpool,73,81,73,82,73,81,73,80,36,38,26,24,107.18,425.65,2,0,H,2,0,H,3,26,2,5,14,5,1,12,0,1,0,0,0.2,0.94,0.2,0.83,0.59,2.04,25.44,6.0,6.5,4.2,1.57,6.5,4.0,1.55,5.6,3.9,1.55,7.12,4.2,1.56,7.0,3.5,1.57,7.0,4.2,1.55,7.26,4.54,1.51
E0,2016-08-20,2016-2017,Leicester,Arsenal,78,83,77,83,79,84,76,79,31,42,26,24,218.65,542.0,0,0,D,0,0,D,8,13,1,4,11,7,2,7,1,2,0,0,0.55,0.52,0.34,0.49,1.32,1.23,7.44,6.65,2.88,3.6,2.5,2.75,3.6,2.45,2.75,3.3,2.4,2.92,3.6,2.5,2.88,3.2,2.5,2.9,3.6,2.5,2.82,3.5,2.63
E0,2016-08-20,2016-2017,Stoke,Manchester City,78,83,78,84,79,85,77,82,34,35,27,26,186.0,576.5,1,4,A,0,2,A,8,12,3,6,12,13,7,7,3,4,0,0,1.31,2.17,0.43,1.39,0.68,2.06,13.32,4.73,5.5,3.8,1.73,5.25,3.8,1.67,4.7,3.6,1.7,5.47,3.96,1.71,5.0,3.5,1.73,5.4,3.9,1.73,6.29,4.34,1.58
E0,2016-08-20,2016-2017,Swansea,Hull,77,74,79,76,77,73,76,74,37,42,26,26,157.1,135.85,0,2,A,0,0,D,13,12,3,4,7,10,8,3,0,0,0,0,1.14,2.19,1.0,2.22,0.61,2.19,10.23,25.25,1.8,3.6,5.25,1.75,3.6,5.0,1.8,3.5,4.2,1.78,3.61,5.5,1.83,3.2,4.8,1.8,3.6,5.25,1.86,3.55,4.95
E0,2016-08-20,2016-2017,Tottenham,Crystal Palace,81,77,84,81,80,76,81,76,38,45,23,26,543.65,228.43,1,0,H,0,0,D,20,10,5,2,19,9,10,4,3,3,0,0,2.26,0.36,1.7,0.31,2.72,0.18,4.84,8.35,1.45,4.75,8.0,1.44,4.5,7.75,1.5,4.0,6.1,1.47,4.78,7.82,1.5,3.6,8.5,1.45,4.75,8.0,1.47,4.64,7.91
E0,2016-08-20,2016-2017,Watford,Chelsea,77,83,77,84,77,83,75,82,46,49,26,24,175.65,686.7,1,2,A,0,0,D,6,13,2,4,20,10,0,5,4,3,0,0,0.8,1.76,0.08,1.08,0.57,2.18,9.87,8.38,5.5,3.8,1.73,5.5,3.7,1.67,4.2,3.5,1.8,5.44,3.74,1.76,5.5,3.3,1.73,5.75,3.75,1.73,6.0,3.99,1.66
E0,2016-08-20,2016-2017,West Bromwich Albion,Everton,76,80,77,81,76,79,74,81,30,39,27,25,123.2,311.25,1,2,A,1,1,D,11,13,4,7,16,10,7,4,3,1,0,0,2.02,1.84,1.88,1.8,1.45,1.29,11.89,4.86,3.0,3.25,2.6,2.95,3.1,2.55,2.85,3.2,2.4,3.11,3.19,2.6,2.7,3.2,2.62,3.13,3.2,2.55,3.08,3.17,2.63
E0,2016-08-21,2016-2017,Sunderland,Middlesbrough,76,75,79,80,77,74,75,73,42,35,25,27,132.0,128.8,1,2,A,0,2,A,18,8,5,3,11,14,8,1,1,1,0,0,1.46,0.85,0.62,0.79,1.85,0.85,9.97,5.88,2.55,3.2,3.1,2.5,3.1,3.1,2.3,3.2,3.0,2.61,3.22,3.06,2.6,3.2,2.75,2.63,3.13,3.1,2.79,3.1,2.94
E0,2016-08-21,2016-2017,West Ham,Bournemouth,78,73,79,76,79,72,77,72,44,41,24,24,273.05,131.6,1,0,H,0,0,D,15,8,2,5,15,15,1,6,3,1,0,1,1.69,0.39,1.54,0.4,2.44,0.37,7.44,7.48,1.95,3.75,4.0,1.91,3.6,4.0,1.8,3.5,4.2,1.98,3.75,4.02,1.91,3.2,4.33,1.95,3.75,4.0,2.48,3.31,3.17
E0,2016-08-27,2016-2017,Chelsea,Burnley,83,73,84,73,83,73,82,73,49,36,24,26,686.7,107.18,3,0,H,2,0,H,22,6,10,0,6,9,9,5,2,2,0,0,2.66,0.18,1.89,0.15,2.84,0.1,16.64,14.29,1.25,5.5,15.0,1.25,6.0,12.0,1.25,5.5,10.3,1.26,6.35,14.35,1.29,5.0,12.0,1.25,6.0,15.0,1.25,6.6,15.24
E0,2016-08-27,2016-2017,Crystal Palace,Bournemouth,77,73,81,76,76,72,76,72,45,41,26,24,228.43,131.6,1,1,D,0,1,A,24,10,5,3,15,10,10,4,2,1,0,0,2.66,0.97,0.98,0.79,2.49,0.37,4.88,12.95,2.3,3.2,3.3,2.35,3.2,3.2,2.4,3.3,2.75,2.33,3.38,3.39,2.38,3.2,3.1,2.38,3.3,3.4,2.23,3.36,3.64
E0,2016-08-27,2016-2017,Everton,Stoke,80,78,81,78,79,79,81,77,39,34,25,27,311.25,186.0,1,0,H,0,0,D,21,8,9,1,14,11,9,2,2,1,0,0,2.32,0.19,1.37,0.08,2.81,0.11,7.14,11.16,1.73,3.6,5.25,1.72,3.75,5.0,1.7,3.6,4.7,1.74,3.79,5.55,1.75,3.6,4.75,1.73,3.8,5.5,1.68,4.2,5.39
E0,2016-08-27,2016-2017,Hull,Manchester United,74,83,76,90,73,83,74,81,42,42,26,24,135.85,531.45,0,1,A,0,0,D,8,29,2,9,9,6,1,6,2,3,0,0,0.27,2.47,0.14,1.54,0.1,2.84,19.15,11.85,8.0,4.1,1.44,7.0,4.5,1.45,6.1,4.0,1.5,8.35,4.6,1.46,7.0,4.0,1.5,8.5,4.5,1.45,9.15,4.54,1.45
E0,2016-08-27,2016-2017,Leicester,Swansea,78,77,77,79,79,77,76,76,31,37,26,26,218.65,157.1,2,1,H,1,0,H,13,9,6,3,14,10,4,6,2,2,0,0,2.48,0.33,1.48,0.33,2.81,0.12,5.86,11.33,1.73,3.6,5.25,1.72,3.75,5.0,1.75,3.5,4.5,1.71,3.88,5.57,1.73,3.6,5.0,1.73,3.75,5.5,1.69,4.12,5.37
E0,2016-08-27,2016-2017,Southampton,Sunderland,77,76,76,79,76,77,78,75,36,42,25,25,263.75,132.0,1,1,D,0,0,D,16,5,7,2,15,8,5,5,2,2,0,0,0.61,1.39,0.36,0.51,0.62,2.12,5.84,15.18,1.57,3.6,6.5,1.6,3.9,6.0,1.65,3.6,5.1,1.61,4.03,6.63,1.62,3.6,6.0,1.62,4.0,6.5,1.48,4.75,7.45
E0,2016-08-27,2016-2017,Tottenham,Liverpool,81,81,84,82,80,81,81,80,38,38,23,24,543.65,425.65,1,1,D,0,1,A,11,13,4,3,11,17,5,5,3,5,0,0,0.59,1.93,0.41,1.16,0.37,2.46,7.57,7.13,2.38,3.4,3.0,2.4,3.5,2.9,2.4,3.3,2.75,2.36,3.56,3.17,2.38,3.4,2.9,2.4,3.5,3.1,2.68,3.37,2.85
E0,2016-08-27,2016-2017,Watford,Arsenal,77,83,77,83,77,84,75,79,46,42,26,24,175.65,542.0,1,3,A,0,3,A,14,10,6,7,18,15,3,2,6,1,0,0,1.08,2.03,0.48,1.21,0.63,2.15,9.86,7.03,5.0,3.75,1.73,5.0,3.75,1.72,4.5,3.5,1.75,5.47,3.91,1.72,4.6,3.75,1.73,5.25,3.9,1.73,6.0,4.16,1.63
E0,2016-08-28,2016-2017,Manchester City,West Ham,83,78,84,79,85,79,82,77,35,44,26,24,576.5,273.05,3,1,H,2,0,H,22,9,5,2,5,10,5,4,1,3,0,0,3.22,1.08,3.05,1.06,2.61,0.28,5.62,13.62,1.25,6.0,11.0,1.28,6.0,10.0,1.25,5.5,10.3,1.3,6.3,10.91,1.3,5.5,9.5,1.3,6.0,11.0,1.26,6.5,13.25
E0,2016-08-28,2016-2017,West Bromwich Albion,Middlesbrough,76,75,77,80,76,74,74,73,30,35,27,27,123.2,128.8,0,0,D,0,0,D,13,7,2,2,12,11,5,4,1,3,0,0,0.7,0.4,0.57,0.27,1.59,0.96,17.89,6.73,2.6,3.1,2.9,2.5,3.1,3.1,2.5,3.2,2.75,2.6,3.09,3.2,2.6,2.9,3.0,2.63,3.0,3.2,2.65,3.1,3.12
E0,2016-09-10,2016-2017,Arsenal,Southampton,83,77,83,76,84,76,79,78,42,36,24,25,542.0,263.75,2,1,H,1,1,D,17,11,2,5,10,8,6,1,2,5,0,0,1.89,1.18,0.91,0.68,1.92,0.82,10.78,12.38,1.57,4.2,6.5,1.55,4.2,6.0,1.55,3.9,5.6,1.6,4.35,6.15,1.62,3.5,6.5,1.57,4.33,6.5,1.63,4.17,6.05
E0,2016-09-10,2016-2017,Bournemouth,West Bromwich Albion,73,76,76,77,72,76,72,74,41,30,24,27,131.6,123.2,1,0,H,0,0,D,12,12,5,2,9,11,10,5,1,3,0,0,0.99,1.48,0.53,0.76,0.9,1.81,6.84,10.67,2.05,3.25,4.33,2.0,3.3,4.0,2.1,3.2,3.4,2.05,3.31,4.33,2.1,3.0,4.0,2.05,3.25,4.33,2.12,3.25,4.14
E0,2016-09-10,2016-2017,Burnley,Hull,73,74,73,76,73,73,73,74,36,42,26,26,107.18,135.85,1,1,D,0,0,D,13,11,2,3,13,3,5,9,2,0,0,0,0.45,0.91,0.28,0.71,0.86,1.78,13.93,12.78,2.45,3.1,3.4,2.4,3.1,3.2,2.5,3.2,2.75,2.44,3.21,3.36,2.3,3.1,3.3,2.4,3.2,3.4,2.55,3.14,3.23
E0,2016-09-10,2016-2017,Liverpool,Leicester,81,78,82,77,81,79,80,76,38,31,24,26,425.65,218.65,4,1,H,2,1,H,17,12,11,3,4,8,1,7,1,2,0,0,2.77,1.23,2.77,0.57,2.37,0.47,15.3,14.77,1.7,4.0,5.5,1.67,4.0,5.5,1.6,3.7,5.4,1.7,3.97,5.54,1.7,3.75,5.5,1.67,4.1,5.5,1.68,4.07,5.52
E0,2016-09-10,2016-2017,Manchester United,Manchester City,83,83,90,84,83,85,81,82,42,35,24,26,531.45,576.5,1,2,A,1,2,A,14,18,3,6,15,10,4,4,4,2,0,0,1.01,1.89,0.87,1.01,0.71,2.05,11.07,5.06,2.38,3.25,3.4,2.3,3.3,3.5,2.4,3.2,2.85,2.38,3.31,3.35,2.38,3.2,3.4,2.3,3.3,3.4,2.42,3.1,3.51
E0,2016-09-10,2016-2017,Middlesbrough,Crystal Palace,75,77,80,81,74,76,73,76,35,45,27,26,128.8,228.43,1,2,A,1,1,D,12,12,4,4,5,9,6,6,1,2,0,0,0.61,1.12,0.54,0.71,0.84,1.84,9.3,16.84,2.3,3.2,3.6,2.2,3.2,3.5,2.2,3.2,3.2,2.31,3.2,3.65,2.38,3.1,3.2,2.3,3.13,3.7,2.45,3.21,3.32
E0,2016-09-10,2016-2017,Stoke,Tottenham,78,81,78,84,79,80,77,81,34,38,27,23,186.0,543.65,0,4,A,0,1,A,15,20,2,8,13,18,10,8,3,2,0,0,1.02,2.77,0.65,2.3,0.34,2.52,13.4,8.67,4.6,3.75,1.85,4.6,3.6,1.8,4.0,3.45,1.85,4.34,3.82,1.89,4.8,3.2,1.85,4.75,3.6,1.87,4.27,3.68,1.94
E0,2016-09-10,2016-2017,West Ham,Watford,78,77,79,77,79,77,77,75,44,46,24,26,273.05,175.65,2,4,A,2,2,D,19,13,4,8,10,15,4,4,2,2,0,0,1.32,1.85,1.15,1.69,0.98,1.77,5.45,12.1,1.91,3.6,4.5,1.83,3.5,4.5,1.8,3.5,4.2,1.9,3.6,4.62,1.91,3.2,4.5,1.93,3.5,4.5,1.9,3.76,4.4
E0,2016-09-11,2016-2017,Swansea,Chelsea,77,83,79,84,77,83,76,82,37,49,26,24,157.1,686.7,2,2,D,0,1,A,6,28,2,7,17,8,1,11,3,4,0,0,1.23,2.19,0.05,1.7,0.74,2.01,10.25,13.76,5.75,4.0,1.67,5.75,4.0,1.65,5.1,3.6,1.65,5.77,4.17,1.65,6.0,3.6,1.62,5.75,4.0,1.65,6.59,4.25,1.58
E0,2016-09-12,2016-2017,Sunderland,Everton,76,80,79,81,77,79,75,81,42,39,25,25,132.0,311.25,0,3,A,0,0,D,11,20,2,9,11,8,5,4,1,1,0,0,1.04,2.85,0.5,2.77,0.37,2.49,16.96,4.88,3.8,3.5,2.1,3.8,3.5,2.1,3.3,3.3,2.1,3.75,3.6,2.1,3.75,3.2,2.1,3.7,3.4,2.15,3.67,3.51,2.16
E0,2016-09-16,2016-2017,Chelsea,Liverpool,83,81,84,82,83,81,82,80,49,38,24,24,686.7,425.65,1,2,A,0,2,A,12,13,4,5,6,13,6,4,1,1,0,0,1.16,1.42,1.07,0.83,1.12,1.57,14.71,10.09,2.25,3.5,3.4,2.25,3.5,3.3,2.3,3.3,3.15,2.28,3.49,3.4,2.3,3.4,3.4,2.3,3.5,3.3,2.19,3.59,3.52
E0,2016-09-17,2016-2017,Everton,Middlesbrough,80,75,81,80,79,74,81,73,39,35,25,27,311.25,128.8,3,1,H,3,1,H,11,7,6,0,5,15,6,3,2,1,0,0,1.17,0.18,1.08,0.15,2.36,0.38,24.23,9.47,1.67,3.8,6.0,1.65,3.8,5.5,1.7,3.7,5.0,1.65,3.99,6.19,1.7,3.2,6.0,1.65,4.0,6.0,1.65,3.89,6.35
E0,2016-09-17,2016-2017,Hull,Arsenal,74,83,76,83,73,84,74,79,42,42,26,24,135.85,542.0,1,4,A,0,1,A,6,24,2,9,9,12,2,4,0,2,1,0,0.97,3.63,0.16,1.65,0.11,2.83,37.1,10.82,6.0,4.2,1.6,6.0,4.0,1.57,5.5,4.0,1.6,6.03,4.2,1.6,6.0,3.6,1.62,6.5,4.1,1.6,6.12,4.19,1.62
E0,2016-09-17,2016-2017,Leicester,Burnley,78,73,77,73,79,73,76,73,31,36,26,26,218.65,107.18,3,0,H,1,0,H,14,7,6,2,10,9,7,1,0,1,0,0,1.99,0.46,1.79,0.41,2.57,0.28,9.74,15.0,1.5,4.33,8.0,1.53,4.1,6.5,1.6,4.0,5.5,1.46,4.49,8.87,1.5,3.75,8.0,1.45,4.6,8.5,1.5,4.6,7.32
E0,2016-09-17,2016-2017,Manchester City,Bournemouth,83,73,84,76,85,72,82,72,35,41,26,24,576.5,131.6,4,0,H,2,0,H,20,6,12,2,8,11,5,5,1,1,1,0,3.39,0.39,3.03,0.39,2.94,0.04,4.4,21.2,1.29,6.0,12.0,1.26,6.25,10.0,1.25,6.0,11.0,1.28,6.24,12.78,1.29,5.0,12.0,1.29,6.25,12.0,1.25,6.95,13.05
E0,2016-09-17,2016-2017,West Bromwich Albion,West Ham,76,78,77,79,76,79,74,77,30,44,27,24,123.2,273.05,4,2,H,3,0,H,8,23,6,5,14,6,2,6,2,1,0,0,1.94,2.37,1.2,1.25,1.11,1.63,19.26,4.52,2.8,3.2,2.8,2.75,3.1,2.75,2.6,3.25,2.75,2.9,3.19,2.76,2.7,3.1,2.7,2.8,3.2,2.8,2.91,3.23,2.72
E0,2016-09-18,2016-2017,Crystal Palace,Stoke,77,78,81,78,76,79,76,77,45,34,26,27,228.43,186.0,4,1,H,2,0,H,14,11,8,4,15,9,10,5,2,1,0,0,1.31,1.2,0.49,1.0,1.43,1.26,6.03,8.91,2.0,3.5,4.2,2.0,3.4,3.9,2.1,3.4,3.5,2.09,3.37,4.08,2.05,3.1,4.0,2.05,3.4,4.0,2.12,3.41,3.92
E0,2016-09-18,2016-2017,Southampton,Swansea,77,77,76,79,76,77,78,76,36,37,25,26,263.75,157.1,1,0,H,0,0,D,19,9,6,3,14,9,7,1,1,1,0,0,2.15,0.49,1.97,0.43,2.54,0.31,8.52,16.93,1.7,3.8,5.75,1.65,3.6,5.25,1.7,3.7,5.0,1.68,3.84,6.17,1.7,3.4,5.5,1.7,3.8,5.5,1.67,4.06,5.74
E0,2016-09-18,2016-2017,Tottenham,Sunderland,81,76,84,79,80,77,81,75,38,42,23,25,543.65,132.0,1,0,H,0,0,D,31,6,9,2,7,16,14,1,1,5,0,1,2.53,0.96,1.19,0.94,2.43,0.41,5.42,17.7,1.33,5.5,11.0,1.28,5.5,9.25,1.35,5.3,8.0,1.35,5.52,10.26,1.33,4.33,12.0,1.33,5.5,10.0,1.34,5.75,9.75
E0,2016-09-18,2016-2017,Watford,Manchester United,77,83,77,90,77,83,75,81,46,42,26,24,175.65,531.45,3,1,H,1,0,H,10,15,5,2,14,19,5,7,3,4,0,0,1.75,1.41,0.59,0.24,1.63,1.08,11.48,6.06,6.0,4.2,1.62,5.5,4.0,1.62,5.5,4.0,1.6,5.8,4.12,1.65,6.0,3.6,1.62,6.0,4.1,1.62,6.5,4.27,1.58
E0,2016-09-24,2016-2017,Arsenal,Chelsea,83,83,82,84,84,83,82,83,42,49,24,24,542.0,686.7,3,0,H,3,0,H,14,9,5,2,9,11,9,1,0,2,0,0,1.66,0.61,1.1,0.55,2.21,0.56,11.42,11.8,2.4,3.5,3.1,2.4,3.4,3.1,2.35,3.3,3.05,2.35,3.53,3.21,2.4,3.2,3.2,2.38,3.6,3.13,2.48,3.49,3.02
E0,2016-09-24,2016-2017,Bournemouth,Everton,74,80,76,84,74,79,72,82,41,39,24,25,131.6,311.25,1,0,H,1,0,H,12,13,1,2,10,14,5,3,2,2,0,0,0.69,1.16,0.48,1.1,0.9,1.79,8.57,8.26,3.6,3.5,2.15,3.6,3.4,2.1,3.5,3.4,2.1,3.79,3.57,2.1,3.6,3.4,2.15,3.6,3.5,2.15,3.33,3.46,2.32
E0,2016-09-24,2016-2017,Liverpool,Hull,81,75,82,77,80,73,81,75,38,42,24,26,425.65,135.85,5,1,H,3,0,H,32,2,12,1,8,8,13,2,1,2,0,1,4.65,0.16,2.24,0.12,2.99,0.0,5.83,26.5,1.22,7.0,15.0,1.22,6.5,13.0,1.25,6.0,11.0,1.23,7.0,15.54,1.25,6.0,13.0,1.22,7.0,15.0,1.25,6.95,12.65
E0,2016-09-24,2016-2017,Manchester United,Leicester,83,79,90,80,82,79,81,77,42,31,24,26,531.45,218.65,4,1,H,4,0,H,16,10,7,3,9,12,8,6,0,2,0,0,2.46,0.29,2.32,0.19,2.84,0.09,6.95,19.45,1.73,3.9,5.25,1.67,4.0,5.5,1.65,3.8,5.3,1.74,3.86,5.39,1.7,3.75,5.5,1.73,3.9,5.25,1.69,3.93,5.75
E0,2016-09-24,2016-2017,Middlesbrough,Tottenham,75,81,77,84,74,80,73,81,35,38,27,23,128.8,543.65,1,2,A,0,2,A,6,19,2,5,14,9,2,10,2,1,0,0,0.36,1.42,0.32,1.15,0.49,2.25,6.9,10.0,3.75,3.5,2.1,3.75,3.5,2.0,4.1,3.5,1.9,3.73,3.48,2.15,4.0,3.4,2.0,3.8,3.4,2.15,3.94,3.41,2.11
E0,2016-09-24,2016-2017,Stoke,West Bromwich Albion,79,76,79,78,79,76,77,75,34,30,27,27,186.0,123.2,1,1,D,0,0,D,12,9,2,3,9,13,6,6,3,4,0,0,0.98,0.27,0.83,0.17,2.0,0.64,7.29,7.81,2.38,3.3,3.3,2.3,3.2,3.3,2.3,3.3,3.15,2.34,3.35,3.4,2.3,3.3,3.3,2.4,3.2,3.4,2.29,3.43,3.42
E0,2016-09-24,2016-2017,Sunderland,Crystal Palace,76,77,80,81,76,77,76,76,42,45,25,26,132.0,228.43,2,3,A,1,0,H,11,20,4,4,15,12,3,5,0,2,0,0,1.51,1.79,0.33,1.61,1.21,1.54,10.38,9.41,2.88,3.25,2.7,2.8,3.2,2.6,2.7,3.3,2.6,2.88,3.3,2.7,2.8,3.2,2.7,2.88,3.3,2.7,2.51,3.31,3.13
E0,2016-09-24,2016-2017,Swansea,Manchester City,77,83,79,84,77,85,76,82,37,35,26,26,157.1,576.5,1,3,A,1,1,D,13,18,5,4,15,9,2,7,2,4,0,0,1.11,2.58,1.05,1.65,0.43,2.4,11.43,9.96,9.0,5.5,1.36,7.5,5.0,1.4,7.5,4.8,1.4,9.45,5.31,1.38,9.0,4.5,1.4,9.5,5.4,1.36,9.05,5.99,1.35
E0,2016-09-25,2016-2017,West Ham,Southampton,79,77,80,77,79,76,76,78,44,36,24,25,273.05,263.75,0,3,A,0,1,A,13,18,1,9,9,14,6,2,5,2,0,0,0.69,2.98,0.43,2.33,0.17,2.74,11.83,9.23,2.8,3.3,2.75,2.8,3.3,2.7,2.7,3.3,2.6,2.83,3.35,2.72,2.8,3.2,2.7,2.8,3.4,2.63,3.15,3.41,2.44
E0,2016-09-26,2016-2017,Burnley,Watford,73,77,73,77,72,77,73,75,36,46,26,26,107.18,175.65,2,0,H,1,0,H,13,12,4,3,11,15,7,6,1,3,0,0,0.57,0.78,0.52,0.55,1.09,1.52,10.96,9.61,2.9,3.2,2.7,2.9,3.2,2.65,2.65,3.3,2.65,3.09,3.21,2.59,2.75,3.25,2.7,3.0,3.2,2.6,3.4,3.23,2.4
E0,2016-09-30,2016-2017,Everton,Crystal Palace,80,77,84,81,79,77,82,76,39,45,25,26,311.25,228.43,1,1,D,1,0,H,13,10,3,2,16,11,10,9,5,4,0,0,1.15,0.48,1.09,0.27,1.98,0.72,5.08,11.19,1.73,4.0,5.0,1.72,3.75,5.0,1.75,3.6,4.8,1.74,3.95,5.25,1.75,3.8,5.0,1.75,3.9,5.0,1.76,3.88,5.1
E0,2016-10-01,2016-2017,Hull,Chelsea,75,83,77,84,73,83,75,83,42,49,26,24,135.85,686.7,0,2,A,0,0,D,8,22,3,9,13,15,5,7,2,2,0,0,0.27,1.99,0.12,1.53,0.23,2.64,14.79,11.1,7.5,4.5,1.5,7.0,4.5,1.45,6.5,4.2,1.5,7.68,4.63,1.48,7.0,4.33,1.5,7.5,4.6,1.5,7.5,4.9,1.46
E0,2016-10-01,2016-2017,Sunderland,West Bromwich Albion,76,76,80,78,76,76,76,75,42,30,25,27,132.0,123.2,1,1,D,0,1,A,7,17,2,7,7,13,6,5,1,3,0,0,1.19,0.88,1.08,0.63,1.68,1.02,7.55,20.0,2.5,3.25,3.2,2.45,3.1,3.1,2.5,3.3,2.85,2.47,3.24,3.26,2.5,3.1,3.2,2.45,3.25,3.25,2.54,3.17,3.21
